Timestamp,Steps,Avg_Reward_50,Epsilon,Done_Count
08:20:16,4302,0.0700,0.6679,0
08:20:21,4334,0.1170,0.6659,0
08:20:27,4375,0.0430,0.6634,0
08:20:32,4417,-0.0160,0.6609,0
08:20:37,4457,0.0460,0.6584,0
08:20:42,4493,0.1180,0.6562,0
08:20:47,4531,0.3100,0.6539,0
08:20:53,4555,3.5820,0.6525,0
08:20:58,4589,4.5150,0.6504,0
08:21:03,4618,5.1080,0.6487,0
08:21:08,4635,2.6990,0.6477,0
08:21:13,4675,0.3480,0.6453,0
08:21:18,4716,1.2170,0.6429,0
08:21:23,4755,0.2280,0.6406,0
08:21:30,4792,1.6440,0.6384,0
08:21:36,4811,5.7190,0.6373,0
08:21:41,4850,3.5940,0.6350,0
08:21:47,4867,7.5140,0.6340,0
08:21:53,4888,7.8540,0.6328,0
08:21:59,4901,3.8940,0.6320,0
08:22:05,4921,0.7210,0.6308,0
08:22:10,4961,1.5120,0.6285,0
08:22:17,4981,3.0540,0.6274,0
08:22:22,5027,3.3730,0.6247,0
08:22:27,5073,0.8600,0.6221,0
08:22:32,5119,0.5440,0.6194,0
08:22:37,5165,0.0320,0.6168,0
08:22:42,5190,-0.0320,0.6154,0
08:22:49,5235,7.8250,0.6129,0
08:22:54,5260,3.1320,0.6115,0
08:22:59,5306,4.6920,0.6089,0
08:23:04,5331,2.7960,0.6075,0
08:23:10,5361,3.6740,0.6058,0
08:23:16,5393,5.9000,0.6041,0
08:23:21,5439,0.4910,0.6015,0
08:23:26,5485,0.6620,0.5990,0
08:23:31,5531,0.0920,0.5965,0
08:23:36,5577,0.6940,0.5940,0
08:23:41,5623,5.2350,0.5915,0
08:23:46,5650,7.5630,0.5900,0
08:23:51,5675,4.0360,0.5886,0
08:23:57,5703,8.2660,0.5871,0
08:24:02,5749,-0.0340,0.5847,0
08:24:09,5794,0.2480,0.5823,0
08:24:14,5840,1.8380,0.5798,0
08:24:19,5886,2.6170,0.5774,0
08:24:24,5932,0.3930,0.5750,0
08:24:30,5965,1.8000,0.5733,0
08:24:35,6011,1.5060,0.5708,0
08:24:41,6041,4.7790,0.5693,0
08:24:46,6087,0.2770,0.5669,0
08:24:51,6112,5.7380,0.5656,0
08:24:56,6137,-0.0470,0.5643,0
08:25:01,6162,4.8710,0.5630,0
08:25:06,6187,7.8910,0.5618,0
08:25:11,6233,5.9760,0.5594,0
08:25:16,6258,3.1300,0.5581,0
08:25:21,6304,2.9250,0.5558,0
08:25:26,6350,7.5140,0.5535,0
08:25:32,6385,3.5970,0.5517,0
08:25:37,6410,4.2460,0.5505,0
08:25:42,6435,1.5330,0.5492,0
08:25:48,6481,5.2690,0.5469,0
08:25:53,6506,1.4630,0.5457,0
08:25:58,6552,-0.0920,0.5434,0
08:26:03,6598,2.1040,0.5412,0
08:26:08,6622,0.7500,0.5400,1
08:26:13,6647,1.7860,0.5388,0
08:26:18,6693,0.1070,0.5365,0
08:26:23,6718,0.4420,0.5353,0
08:26:28,6764,0.9750,0.5331,0
08:26:33,6810,2.2260,0.5309,0
08:26:38,6856,3.6120,0.5286,0
08:26:43,6881,3.7720,0.5275,0
08:26:48,6927,5.4530,0.5253,0
08:26:55,6973,6.3300,0.5231,0
08:27:00,7019,5.4160,0.5209,0
08:27:06,7044,4.5080,0.5197,0
08:27:11,7069,2.0800,0.5186,0
08:27:16,7115,11.2170,0.5164,0
08:27:23,7136,5.1090,0.5154,0
08:27:28,7162,7.8210,0.5142,0
08:27:33,7208,5.6070,0.5121,0
08:27:39,7241,3.5680,0.5106,0
08:27:44,7266,4.3100,0.5094,0
08:27:49,7293,3.6760,0.5082,0
08:27:56,7333,0.2650,0.5064,0
08:28:01,7379,6.0750,0.5043,0
08:28:07,7414,7.5510,0.5027,0
08:28:12,7460,7.2340,0.5006,0
08:28:19,7502,3.8660,0.4987,0
08:28:26,7542,8.6650,0.4969,0
08:28:31,7567,1.9260,0.4958,0
08:28:36,7593,5.4970,0.4946,0
08:28:41,7639,1.9830,0.4926,0
08:28:46,7685,9.5860,0.4906,0
08:28:51,7710,4.1080,0.4895,0
08:28:56,7735,3.2840,0.4884,0
08:29:01,7760,7.3650,0.4873,0
08:29:06,7806,4.9300,0.4853,0
08:29:12,7837,6.9980,0.4839,0
08:29:17,7862,5.8090,0.4828,0
08:29:22,7887,6.1440,0.4818,0
08:29:27,7933,6.1420,0.4798,0
08:29:32,7958,4.9730,0.4787,0
08:29:39,7996,11.0040,0.4771,0
08:29:46,8038,9.6840,0.4753,0
08:29:51,8084,1.8010,0.4733,0
08:29:56,8130,0.5100,0.4714,0
08:30:01,8176,0.2090,0.4695,0
08:30:06,8222,0.2120,0.4675,0
08:30:13,8262,-0.0740,0.4659,0
08:30:20,8307,9.8380,0.4640,0
08:30:25,8332,3.7490,0.4630,0
08:30:31,8362,9.1160,0.4617,0
08:30:36,8408,3.2540,0.4598,0
08:30:41,8438,4.4830,0.4586,0
08:30:47,8463,3.4440,0.4576,0
08:30:53,8505,11.0510,0.4559,0
08:30:59,8530,1.2450,0.4549,0
08:31:04,8555,7.6470,0.4539,0
08:31:09,8601,1.7960,0.4520,0
08:31:14,8647,-0.0920,0.4502,0
08:31:20,8687,0.2300,0.4486,0
08:31:25,8733,9.0630,0.4467,0
08:31:33,8755,6.7070,0.4459,0
08:31:38,8801,2.0900,0.4440,0
08:31:43,8833,8.7460,0.4428,0
08:31:49,8858,2.3840,0.4418,0
08:31:55,8895,11.2300,0.4404,0
08:32:00,8920,8.5450,0.4394,0
08:32:05,8966,10.6230,0.4376,0
08:32:10,8991,8.8400,0.4366,0
08:32:15,9037,17.1420,0.4349,0
08:32:20,9083,9.2250,0.4331,0
08:32:25,9108,1.7810,0.4321,0
08:32:30,9154,8.2570,0.4304,1
08:32:35,9179,9.0840,0.4294,1
08:32:40,9204,0.6300,0.4285,0
08:32:47,9239,8.3830,0.4272,0
08:32:53,9273,6.0460,0.4259,0
08:32:59,9305,2.9900,0.4247,0
08:33:05,9346,9.6700,0.4231,0
08:33:11,9379,7.1340,0.4219,0
08:33:18,9417,10.7630,0.4205,0
08:33:25,9460,4.9010,0.4189,0
08:33:30,9487,4.8910,0.4179,0
08:33:35,9533,8.6110,0.4162,0
08:33:40,9558,5.1100,0.4153,0
08:33:46,9572,2.9920,0.4148,0
08:33:52,9618,7.8920,0.4131,0
08:33:57,9649,4.5620,0.4120,0
08:34:04,9693,11.1370,0.4104,0
08:34:09,9739,6.4260,0.4088,0
08:34:15,9764,7.0100,0.4079,0
08:34:20,9789,4.5690,0.4070,0
08:34:25,9835,0.6690,0.4053,0
08:34:30,9881,1.1420,0.4037,0
08:34:35,9927,2.5140,0.4021,0
08:34:40,9952,4.2020,0.4012,0
08:34:45,9977,2.9860,0.4003,0
08:34:50,10002,5.5760,0.3995,0
08:34:55,10048,7.9870,0.3978,0
08:35:01,10077,6.0220,0.3968,0
08:35:06,10102,8.4490,0.3960,0
08:35:11,10130,8.5890,0.3950,0
08:35:17,10166,8.6410,0.3938,0
08:35:22,10212,9.9330,0.3922,0
08:35:27,10237,6.1830,0.3913,0
08:35:32,10283,-0.0780,0.3898,0
08:35:39,10318,11.6010,0.3886,0
08:35:44,10364,9.1070,0.3870,0
08:35:49,10410,2.8360,0.3855,0
08:35:56,10451,0.3590,0.3841,0
08:36:01,10497,9.6130,0.3826,0
08:36:06,10521,0.5720,0.3818,0
08:36:11,10567,6.2240,0.3803,0
08:36:16,10613,5.1350,0.3787,0
08:36:21,10639,1.7840,0.3779,0
08:36:26,10685,12.5990,0.3764,0
08:36:31,10731,3.0250,0.3749,0
08:36:36,10777,4.9160,0.3734,0
08:36:43,10820,7.6350,0.3720,0
08:36:48,10845,6.0440,0.3712,0
08:36:53,10891,12.8100,0.3697,0
08:36:59,10927,1.4390,0.3686,0
08:37:06,10964,12.2550,0.3674,0
08:37:12,11002,9.2680,0.3662,0
08:37:19,11039,9.0110,0.3650,0
08:37:24,11085,13.8030,0.3636,0
08:37:29,11131,1.3140,0.3621,0
08:37:34,11177,2.4430,0.3607,0
08:37:39,11202,7.6340,0.3599,0
08:37:44,11228,8.3050,0.3591,0
08:37:49,11274,7.9350,0.3577,0
08:37:54,11320,5.7930,0.3563,0
08:37:59,11345,0.5650,0.3555,0
08:38:04,11370,-0.0440,0.3548,0
08:38:09,11395,-0.0440,0.3540,0
08:38:14,11441,2.8400,0.3526,0
08:38:19,11487,8.6310,0.3512,0
08:38:25,11516,3.9360,0.3504,0
08:38:30,11562,1.8750,0.3490,0
08:38:36,11592,8.1550,0.3481,0
08:38:42,11628,5.7640,0.3470,0
08:38:47,11674,5.1190,0.3456,0
08:38:52,11699,0.6230,0.3449,0
08:38:57,11745,12.3180,0.3436,0
08:39:02,11770,2.4260,0.3428,0
08:39:07,11795,1.7780,0.3421,0
08:39:14,11834,7.9570,0.3410,0
08:39:21,11875,7.9110,0.3398,0
08:39:28,11918,11.3050,0.3385,0
08:39:35,11959,9.8710,0.3373,0
08:39:40,12005,10.9060,0.3360,0
08:39:45,12030,4.9700,0.3353,0
08:39:51,12062,6.7300,0.3344,0
08:39:56,12108,15.1290,0.3331,0
08:40:01,12133,2.8850,0.3324,0
08:40:06,12179,13.0150,0.3311,0
08:40:11,12204,0.8820,0.3304,0
08:40:16,12250,8.6440,0.3291,0
08:40:21,12275,0.8800,0.3284,0
08:40:26,12321,1.7690,0.3271,0
08:40:31,12348,4.4820,0.3264,0
08:40:36,12394,7.9360,0.3251,0
08:40:41,12419,4.8850,0.3244,0
08:40:46,12444,1.9140,0.3237,0
08:40:53,12482,11.3600,0.3227,0
08:40:58,12528,7.5200,0.3214,0
08:41:03,12553,5.8250,0.3208,0
08:41:08,12599,3.9090,0.3195,0
08:41:13,12645,0.2090,0.3183,0
08:41:19,12676,-0.0580,0.3175,0
08:41:26,12721,5.7930,0.3163,0
08:41:31,12767,14.3790,0.3150,0
08:41:36,12792,7.9760,0.3144,0
08:41:41,12817,6.9430,0.3137,0
08:41:47,12842,6.9240,0.3131,0
08:41:52,12867,0.6390,0.3124,0
08:41:59,12911,11.2500,0.3112,0
08:42:05,12944,1.7820,0.3104,0
08:42:10,12990,13.8440,0.3092,0
08:42:15,13015,3.1890,0.3085,0
08:42:20,13061,2.1270,0.3074,0
08:42:25,13107,2.0860,0.3062,0
08:42:30,13153,4.6210,0.3050,0
08:42:35,13178,7.6620,0.3044,0
08:42:40,13224,6.0510,0.3032,0
08:42:46,13260,1.7460,0.3023,0
08:42:53,13297,11.3590,0.3014,0
08:42:58,13343,5.0840,0.3002,0
08:43:05,13387,10.3730,0.2991,0
08:43:12,13426,11.0430,0.2981,0
08:43:17,13458,8.9590,0.2973,0
08:43:25,13503,9.2750,0.2962,0
08:43:32,13545,7.3010,0.2952,0
08:43:37,13591,5.8630,0.2941,0
08:43:42,13616,6.0060,0.2935,0
08:43:47,13662,0.2170,0.2923,0
08:43:53,13697,6.6970,0.2915,0
08:43:58,13722,8.2100,0.2909,0
08:44:04,13753,11.6660,0.2901,0
08:44:09,13784,11.8580,0.2894,0
08:44:15,13812,4.8090,0.2887,0
08:44:20,13858,12.6530,0.2876,0
08:44:25,13883,5.2730,0.2870,0
08:44:32,13903,4.5370,0.2866,0
08:44:37,13949,13.4790,0.2855,0
08:44:42,13973,7.1170,0.2849,0
08:44:47,13998,9.7750,0.2843,0
08:44:52,14023,9.4860,0.2838,0
08:44:58,14059,10.7240,0.2829,0
08:45:03,14105,13.8890,0.2818,0
08:45:09,14130,5.2830,0.2813,0
08:45:15,14166,12.1720,0.2804,0
08:45:21,14197,9.0560,0.2797,0
08:45:26,14243,15.1470,0.2787,0
08:45:31,14267,7.9120,0.2781,0
08:45:36,14298,9.7790,0.2774,0
08:45:41,14323,7.9020,0.2768,0
08:45:48,14360,5.7070,0.2760,0
08:45:53,14406,10.9740,0.2750,0
08:45:59,14444,9.7840,0.2741,0
08:46:05,14470,8.5970,0.2735,0
08:46:10,14516,12.0590,0.2725,0
08:46:15,14562,2.0950,0.2715,0
08:46:20,14608,1.5980,0.2705,0
08:46:26,14648,8.9280,0.2696,0
08:46:32,14676,7.0350,0.2690,0
08:46:37,14701,5.7170,0.2684,0
08:46:42,14747,11.0970,0.2674,0
08:46:47,14772,3.0440,0.2669,0
08:46:53,14803,8.1880,0.2662,0
08:46:58,14828,7.0300,0.2657,0
08:47:04,14860,8.6470,0.2650,0
08:47:09,14906,5.2510,0.2640,0
08:47:14,14931,1.4730,0.2635,0
08:47:19,14977,10.1320,0.2625,0
08:47:24,15001,-0.0430,0.2620,0
08:47:29,15047,16.8220,0.2610,0
08:47:34,15072,10.3070,0.2605,0
08:47:39,15097,6.4930,0.2599,0
08:47:44,15143,13.6620,0.2590,0
08:47:49,15168,6.9930,0.2585,0
08:47:54,15193,7.8970,0.2579,0
08:47:59,15218,7.0590,0.2574,0
08:48:05,15252,11.0040,0.2567,0
08:48:11,15284,7.5120,0.2561,0
08:48:16,15330,14.7390,0.2551,0
08:48:24,15376,11.5790,0.2542,0
08:48:29,15422,18.4580,0.2532,0
08:48:36,15466,2.8010,0.2523,0
08:48:41,15494,6.6980,0.2518,0
08:48:47,15524,4.5220,0.2512,0
08:48:52,15552,7.6880,0.2506,0
08:48:57,15577,6.9320,0.2501,0
08:49:02,15602,4.8560,0.2496,0
08:49:09,15637,0.0460,0.2489,0
08:49:14,15662,0.1880,0.2484,0
08:49:19,15687,0.4890,0.2479,0
08:49:25,15721,6.4300,0.2472,0
08:49:30,15767,13.2210,0.2463,0
08:49:35,15792,0.3200,0.2459,0
08:49:40,15818,6.6890,0.2453,0
08:49:47,15856,13.2470,0.2446,0
08:49:53,15893,10.7190,0.2439,0
08:49:58,15917,9.3930,0.2434,0
08:50:03,15963,15.6010,0.2425,0
08:50:08,15988,10.3300,0.2421,0
08:50:13,16013,7.6550,0.2416,0
08:50:18,16038,10.3330,0.2411,0
08:50:23,16062,3.0520,0.2406,0
08:50:28,16108,7.5750,0.2398,0
08:50:34,16133,5.7030,0.2393,0
08:50:39,16158,9.6700,0.2388,0
08:50:44,16183,8.5560,0.2383,0
08:50:51,16225,11.3420,0.2376,0
08:50:58,16269,12.8920,0.2367,0
08:51:03,16315,12.6570,0.2359,0
08:51:09,16350,8.2230,0.2352,0
08:51:14,16396,3.7150,0.2344,0
08:51:19,16442,3.7660,0.2335,0
08:51:24,16488,7.2720,0.2327,0
08:51:29,16534,0.0360,0.2318,0
08:51:34,16559,2.7760,0.2314,0
08:51:39,16584,6.3780,0.2309,0
08:51:45,16609,3.4180,0.2305,0
08:51:50,16636,3.0140,0.2300,0
08:51:55,16660,4.9040,0.2296,0
08:52:01,16695,8.1960,0.2289,0
08:52:07,16732,4.6110,0.2283,0
08:52:13,16766,6.7450,0.2277,0
08:52:19,16812,13.7770,0.2269,0
08:52:24,16837,4.2820,0.2264,0
08:52:31,16881,12.7580,0.2256,0
08:52:36,16927,13.5060,0.2248,0
08:52:41,16952,0.3930,0.2244,0
08:52:46,16998,14.0670,0.2236,0
08:52:51,17023,1.5380,0.2232,0
08:52:58,17064,14.6610,0.2225,0
08:53:05,17110,15.9230,0.2217,0
08:53:10,17135,6.1350,0.2212,0
08:53:15,17160,2.9970,0.2208,0
08:53:21,17185,0.2950,0.2204,0
08:53:26,17231,16.1710,0.2196,0
08:53:31,17256,1.8480,0.2192,0
08:53:36,17302,15.4720,0.2184,0
08:53:41,17348,9.8100,0.2176,0
08:53:46,17373,4.6010,0.2172,0
08:53:52,17410,14.0510,0.2166,0
08:53:59,17455,14.3460,0.2158,0
08:54:05,17480,4.7970,0.2154,0
08:54:11,17516,11.0030,0.2148,0
08:54:16,17562,14.2220,0.2141,0
08:54:21,17587,4.9090,0.2137,0
08:54:28,17628,11.7760,0.2130,0
08:54:33,17653,8.7470,0.2126,0
08:54:40,17695,11.0560,0.2119,0
08:54:45,17741,14.4590,0.2112,0
08:54:50,17766,1.2080,0.2108,0
08:54:55,17812,8.5070,0.2100,0
08:55:00,17858,8.5180,0.2093,0
08:55:06,17894,6.1720,0.2087,0
08:55:11,17940,10.0860,0.2080,0
08:55:16,17965,6.7640,0.2076,0
08:55:22,17990,6.6540,0.2072,0
08:55:27,18036,8.9810,0.2065,0
08:55:32,18082,9.7860,0.2058,0
08:55:37,18107,3.6180,0.2054,0
08:55:42,18153,15.5930,0.2047,0
08:55:47,18178,10.3350,0.2043,0
08:55:52,18203,7.1250,0.2039,0
08:55:58,18237,13.4420,0.2034,0
08:56:03,18283,14.0930,0.2027,0
08:56:08,18308,10.4030,0.2023,0
08:56:13,18333,5.5320,0.2019,0
08:56:20,18374,13.7970,0.2013,0
08:56:26,18409,11.5340,0.2008,0
08:56:31,18455,-0.0890,0.2001,0
08:56:36,18480,3.8950,0.1997,0
08:56:43,18520,11.6390,0.1991,0
08:56:48,18566,14.4190,0.1984,0
08:56:53,18612,8.1770,0.1977,0
08:56:58,18636,3.3450,0.1974,0
08:57:03,18682,11.6290,0.1967,0
08:57:08,18707,8.8320,0.1963,0
08:57:14,18736,9.8470,0.1959,0
08:57:19,18782,13.5790,0.1952,0
08:57:24,18828,3.3580,0.1946,0
08:57:29,18874,2.6080,0.1939,0
08:57:34,18920,0.1710,0.1932,0
08:57:39,18966,-0.0920,0.1926,0
08:57:44,19012,-0.0910,0.1919,0
08:57:49,19058,-0.0910,0.1913,0
08:57:54,19083,2.1960,0.1909,0
08:57:59,19107,9.7600,0.1906,0
08:58:04,19153,15.5380,0.1899,0
08:58:09,19178,2.1860,0.1896,0
08:58:14,19224,17.8220,0.1890,0
08:58:20,19249,10.9260,0.1886,0
08:58:25,19282,9.2360,0.1882,0
08:58:31,19328,12.8690,0.1875,0
08:58:36,19353,8.2080,0.1872,0
08:58:41,19378,6.1150,0.1868,0
08:58:46,19403,7.5820,0.1865,0
08:58:51,19449,13.2720,0.1859,0
08:58:57,19488,13.0960,0.1853,0
08:59:02,19534,13.9520,0.1847,0
08:59:10,19578,11.9810,0.1841,0
08:59:15,19624,14.0180,0.1835,0
08:59:20,19649,8.5320,0.1832,0
08:59:25,19673,8.4590,0.1829,0
08:59:31,19706,10.9520,0.1824,0
08:59:36,19737,8.5110,0.1820,0
08:59:41,19783,6.7420,0.1814,0
08:59:46,19807,8.7810,0.1811,0
08:59:52,19832,3.0150,0.1808,0
08:59:57,19878,9.9610,0.1802,0
09:00:02,19903,2.0870,0.1798,0
09:00:07,19949,3.8670,0.1792,0
09:00:12,19995,9.9700,0.1786,0
09:00:17,20022,4.8720,0.1783,0
09:00:22,20068,11.6950,0.1777,0
09:00:27,20114,5.4500,0.1771,0
09:00:32,20160,0.5120,0.1765,0
09:00:37,20185,1.5600,0.1762,0
09:00:42,20210,9.1520,0.1759,0
09:00:47,20256,3.1190,0.1753,0
09:00:54,20292,8.8420,0.1749,0
09:00:59,20338,10.2820,0.1743,0
09:01:04,20363,5.5250,0.1740,0
09:01:09,20409,16.3050,0.1734,1
09:01:14,20434,5.9430,0.1731,0
09:01:21,20473,16.6130,0.1726,0
09:01:26,20519,9.1190,0.1721,0
09:01:31,20565,11.9360,0.1715,0
09:01:36,20590,5.5610,0.1712,0
09:01:42,20629,12.4860,0.1707,0
09:01:47,20675,10.3720,0.1702,0
09:01:52,20721,10.7110,0.1696,0
09:01:57,20767,5.7600,0.1691,0
09:02:02,20813,8.5320,0.1685,0
09:02:08,20838,4.2210,0.1682,0
09:02:13,20884,14.3320,0.1677,0
09:02:18,20930,11.1730,0.1672,0
09:02:23,20955,6.7510,0.1669,0
09:02:28,20982,6.6580,0.1666,0
09:02:33,21028,10.7690,0.1660,0
09:02:38,21074,9.6740,0.1655,0
09:02:45,21119,10.0180,0.1650,0
09:02:50,21165,15.9260,0.1644,0
09:02:56,21190,7.3220,0.1642,0
09:03:01,21236,12.8060,0.1636,0
09:03:06,21261,6.4010,0.1633,0
09:03:11,21307,9.1060,0.1628,0
09:03:18,21348,6.6120,0.1624,0
09:03:23,21394,18.0070,0.1619,0
09:03:28,21419,2.4800,0.1616,0
09:03:33,21465,16.4770,0.1611,0
09:03:38,21511,7.9890,0.1605,0
09:03:43,21557,9.4030,0.1600,0
09:03:49,21592,6.8080,0.1597,0
09:03:54,21638,16.1240,0.1592,0
09:03:59,21663,1.7700,0.1589,0
09:04:05,21694,11.5650,0.1585,0
09:04:10,21740,15.4930,0.1580,0
09:04:15,21786,4.5390,0.1576,0
09:04:21,21821,4.7730,0.1572,0
09:04:26,21846,7.0720,0.1569,0
09:04:32,21880,16.4380,0.1565,0
09:04:37,21926,14.9390,0.1561,0
09:04:42,21972,4.1850,0.1556,0
09:04:47,22018,1.5610,0.1551,0
09:04:52,22064,-0.0530,0.1546,0
09:04:57,22089,7.2900,0.1543,0
09:05:03,22122,9.7800,0.1540,0
09:05:08,22168,11.6540,0.1535,0
09:05:14,22193,7.0900,0.1533,0
09:05:19,22239,16.2040,0.1528,0
09:05:24,22285,7.0230,0.1523,0
09:05:29,22331,11.3610,0.1518,0
09:05:34,22355,9.0330,0.1516,0
09:05:39,22382,12.2540,0.1513,0
09:05:46,22423,14.7220,0.1509,0
09:05:53,22465,12.8280,0.1505,0
09:05:58,22490,9.6900,0.1502,0
09:06:03,22515,7.9770,0.1500,0
09:06:10,22556,19.2250,0.1496,0
09:06:15,22581,7.5850,0.1493,0
09:06:20,22606,4.5410,0.1491,0
09:06:26,22636,7.6130,0.1488,0
09:06:31,22682,14.3970,0.1483,0
09:06:36,22707,3.0720,0.1481,0
09:06:41,22753,14.1330,0.1476,0
09:06:46,22799,3.0200,0.1472,0
09:06:51,22823,4.9320,0.1470,0
09:06:56,22869,12.5860,0.1465,0
09:07:01,22894,9.7620,0.1463,0
