Timestamp,Batch,Loss,Avg_Reward,Buffer_Size,Epsilon
,CHECKPOINT BATCH 10360,13.8643,,,
,CHECKPOINT BATCH 10365,9.5074,,,
,CHECKPOINT BATCH 10370,12.3115,,,
,CHECKPOINT BATCH 10375,11.6802,,,
18:21:32,10377,11.3088,10.3815,5000,0.3866
,CHECKPOINT BATCH 10380,19.0702,,,
,CHECKPOINT BATCH 10385,15.0581,,,
,CHECKPOINT BATCH 10390,12.4249,,,
18:21:34,10391,12.6236,11.8845,5000,0.3861
,CHECKPOINT BATCH 10395,13.6452,,,
,CHECKPOINT BATCH 10400,12.0541,,,
,CHECKPOINT BATCH 10405,12.7035,,,
18:21:37,10409,9.9908,11.4700,5000,0.3855
,CHECKPOINT BATCH 10410,14.7591,,,
,CHECKPOINT BATCH 10415,17.1177,,,
,CHECKPOINT BATCH 10420,9.1976,,,
,CHECKPOINT BATCH 10425,13.9084,,,
18:21:39,10427,14.6672,12.9345,5000,0.3849
,CHECKPOINT BATCH 10430,17.3306,,,
,CHECKPOINT BATCH 10435,14.7776,,,
,CHECKPOINT BATCH 10440,15.1467,,,
18:21:42,10442,12.4185,12.6235,5000,0.3844
,CHECKPOINT BATCH 10445,13.9296,,,
,CHECKPOINT BATCH 10450,15.3866,,,
,CHECKPOINT BATCH 10455,14.7748,,,
18:21:44,10460,9.3324,12.2055,5000,0.3838
,CHECKPOINT BATCH 10460,9.3324,,,
,CHECKPOINT BATCH 10465,13.8111,,,
,CHECKPOINT BATCH 10470,13.1709,,,
,CHECKPOINT BATCH 10475,11.4021,,,
18:21:46,10478,21.2668,13.3635,5000,0.3832
,CHECKPOINT BATCH 10480,17.9950,,,
,CHECKPOINT BATCH 10485,12.5131,,,
,CHECKPOINT BATCH 10490,10.1484,,,
,CHECKPOINT BATCH 10495,12.3205,,,
18:21:48,10496,15.9259,13.0275,5000,0.3826
,CHECKPOINT BATCH 10500,12.4939,,,
18:21:50,10503,11.3004,13.0015,5000,0.3823
,CHECKPOINT BATCH 10505,17.3484,,,
,CHECKPOINT BATCH 10510,11.3089,,,
,CHECKPOINT BATCH 10515,16.1802,,,
,CHECKPOINT BATCH 10520,14.5217,,,
18:21:52,10521,15.5666,11.3750,5000,0.3817
,CHECKPOINT BATCH 10525,10.8828,,,
,CHECKPOINT BATCH 10530,11.7111,,,
,CHECKPOINT BATCH 10535,14.0577,,,
18:21:54,10539,9.1669,10.5490,5000,0.3811
,CHECKPOINT BATCH 10540,9.4895,,,
,CHECKPOINT BATCH 10545,9.1408,,,
,CHECKPOINT BATCH 10550,9.5215,,,
,CHECKPOINT BATCH 10555,10.1575,,,
18:21:56,10558,13.0499,11.2530,5000,0.3805
,CHECKPOINT BATCH 10560,12.8763,,,
,CHECKPOINT BATCH 10565,8.0655,,,
,CHECKPOINT BATCH 10570,13.3263,,,
,CHECKPOINT BATCH 10575,12.3665,,,
18:21:58,10576,8.4815,8.4965,5000,0.3799
,CHECKPOINT BATCH 10580,13.5874,,,
,CHECKPOINT BATCH 10585,10.1182,,,
,CHECKPOINT BATCH 10590,9.7764,,,
18:22:00,10594,11.9517,6.5310,5000,0.3793
,CHECKPOINT BATCH 10595,9.6210,,,
,CHECKPOINT BATCH 10600,15.0294,,,
,CHECKPOINT BATCH 10605,13.1488,,,
,CHECKPOINT BATCH 10610,14.4594,,,
18:22:02,10612,14.8254,5.8740,5000,0.3787
,CHECKPOINT BATCH 10615,15.7055,,,
,CHECKPOINT BATCH 10620,12.6487,,,
,CHECKPOINT BATCH 10625,17.0246,,,
18:22:04,10630,16.4391,3.4115,5000,0.3781
,CHECKPOINT BATCH 10630,16.4391,,,
,CHECKPOINT BATCH 10635,11.7952,,,
,CHECKPOINT BATCH 10640,9.2004,,,
,CHECKPOINT BATCH 10645,12.1810,,,
18:22:06,10649,12.1832,-0.0980,5000,0.3775
,CHECKPOINT BATCH 10650,11.8801,,,
,CHECKPOINT BATCH 10655,12.5569,,,
,CHECKPOINT BATCH 10660,10.3569,,,
,CHECKPOINT BATCH 10665,13.3855,,,
18:22:08,10667,9.5432,-0.0985,5000,0.3769
,CHECKPOINT BATCH 10670,11.1829,,,
,CHECKPOINT BATCH 10675,15.3617,,,
,CHECKPOINT BATCH 10680,11.3521,,,
18:22:10,10685,12.0545,-0.0985,5000,0.3763
,CHECKPOINT BATCH 10685,12.0545,,,
,CHECKPOINT BATCH 10690,11.2389,,,
,CHECKPOINT BATCH 10695,10.0704,,,
,CHECKPOINT BATCH 10700,11.6399,,,
18:22:12,10703,12.0261,-0.0995,5000,0.3758
,CHECKPOINT BATCH 10705,11.5934,,,
18:22:14,10710,11.0600,-0.0755,5000,0.3755
,CHECKPOINT BATCH 10710,11.0600,,,
,CHECKPOINT BATCH 10715,18.3493,,,
,CHECKPOINT BATCH 10720,11.1240,,,
,CHECKPOINT BATCH 10725,14.4285,,,
18:22:16,10728,14.8845,2.2455,5000,0.3749
,CHECKPOINT BATCH 10730,13.5083,,,
18:22:18,10734,13.5041,2.4145,5000,0.3748
,CHECKPOINT BATCH 10735,19.6736,,,
,CHECKPOINT BATCH 10740,14.0386,,,
,CHECKPOINT BATCH 10745,11.3989,,,
,CHECKPOINT BATCH 10750,15.6222,,,
18:22:20,10752,14.5133,4.1580,5000,0.3742
,CHECKPOINT BATCH 10755,18.4380,,,
,CHECKPOINT BATCH 10760,16.4654,,,
,CHECKPOINT BATCH 10765,15.1959,,,
18:22:23,10770,9.2755,7.3680,5000,0.3736
,CHECKPOINT BATCH 10770,9.2755,,,
,CHECKPOINT BATCH 10775,14.8076,,,
,CHECKPOINT BATCH 10780,13.0074,,,
,CHECKPOINT BATCH 10785,16.9462,,,
18:22:25,10788,13.8539,10.0010,5000,0.3730
,CHECKPOINT BATCH 10790,10.9093,,,
18:22:27,10795,13.1171,10.1870,5000,0.3728
,CHECKPOINT BATCH 10795,13.1171,,,
,CHECKPOINT BATCH 10800,20.6568,,,
,CHECKPOINT BATCH 10805,12.3082,,,
,CHECKPOINT BATCH 10810,13.2312,,,
18:22:29,10813,10.1641,11.5785,5000,0.3722
,CHECKPOINT BATCH 10815,9.9559,,,
,CHECKPOINT BATCH 10820,14.0664,,,
,CHECKPOINT BATCH 10825,10.3758,,,
,CHECKPOINT BATCH 10830,14.4278,,,
18:22:31,10832,14.3946,12.9625,5000,0.3716
,CHECKPOINT BATCH 10835,9.7605,,,
,CHECKPOINT BATCH 10840,11.2209,,,
,CHECKPOINT BATCH 10845,12.9938,,,
18:22:34,10846,12.3201,14.5980,5000,0.3711
,CHECKPOINT BATCH 10850,9.6518,,,
,CHECKPOINT BATCH 10855,20.0203,,,
,CHECKPOINT BATCH 10860,14.3970,,,
18:22:36,10864,12.4171,12.9870,5000,0.3706
,CHECKPOINT BATCH 10865,12.4208,,,
,CHECKPOINT BATCH 10870,9.2172,,,
,CHECKPOINT BATCH 10875,8.5631,,,
,CHECKPOINT BATCH 10880,9.3499,,,
18:22:38,10882,12.7584,12.4770,5000,0.3700
,CHECKPOINT BATCH 10885,12.0713,,,
,CHECKPOINT BATCH 10890,13.1538,,,
,CHECKPOINT BATCH 10895,12.1151,,,
18:22:40,10900,16.0115,13.1700,5000,0.3694
,CHECKPOINT BATCH 10900,16.0115,,,
,CHECKPOINT BATCH 10905,11.8478,,,
,CHECKPOINT BATCH 10910,12.1596,,,
,CHECKPOINT BATCH 10915,15.3588,,,
18:22:42,10918,15.4665,12.6865,5000,0.3688
,CHECKPOINT BATCH 10920,13.0477,,,
,CHECKPOINT BATCH 10925,15.1964,,,
,CHECKPOINT BATCH 10930,15.8644,,,
,CHECKPOINT BATCH 10935,12.2880,,,
18:22:44,10936,12.2814,9.4680,5000,0.3683
,CHECKPOINT BATCH 10940,12.9161,,,
18:22:46,10943,16.9315,8.1040,5000,0.3680
,CHECKPOINT BATCH 10945,14.4299,,,
,CHECKPOINT BATCH 10950,11.6551,,,
,CHECKPOINT BATCH 10955,16.3039,,,
,CHECKPOINT BATCH 10960,12.7637,,,
18:22:48,10961,16.5593,8.2650,5000,0.3675
,CHECKPOINT BATCH 10965,11.0406,,,
,CHECKPOINT BATCH 10970,10.7613,,,
,CHECKPOINT BATCH 10975,11.0359,,,
18:22:50,10980,13.9368,8.6245,5000,0.3669
,CHECKPOINT BATCH 10980,13.9368,,,
,CHECKPOINT BATCH 10985,14.0811,,,
,CHECKPOINT BATCH 10990,9.9056,,,
18:22:53,10991,16.7803,8.4710,5000,0.3665
,CHECKPOINT BATCH 10995,11.7560,,,
,CHECKPOINT BATCH 11000,14.2213,,,
,CHECKPOINT BATCH 11005,13.1549,,,
18:22:55,11009,13.2712,8.2375,5000,0.3659
,CHECKPOINT BATCH 11010,13.1063,,,
,CHECKPOINT BATCH 11015,11.9617,,,
,CHECKPOINT BATCH 11020,14.6036,,,
,CHECKPOINT BATCH 11025,8.9761,,,
18:22:57,11027,13.7563,10.3645,5000,0.3654
,CHECKPOINT BATCH 11030,19.0257,,,
,CHECKPOINT BATCH 11035,9.2624,,,
,CHECKPOINT BATCH 11040,11.1498,,,
18:22:59,11045,14.6123,12.9025,5000,0.3648
,CHECKPOINT BATCH 11045,14.6123,,,
,CHECKPOINT BATCH 11050,12.8853,,,
18:23:01,11055,14.2210,12.8690,5000,0.3645
,CHECKPOINT BATCH 11055,14.2210,,,
,CHECKPOINT BATCH 11060,11.5247,,,
,CHECKPOINT BATCH 11065,14.2423,,,
,CHECKPOINT BATCH 11070,14.0902,,,
18:23:03,11073,19.7608,11.2065,5000,0.3639
,CHECKPOINT BATCH 11075,11.1738,,,
,CHECKPOINT BATCH 11080,11.5453,,,
,CHECKPOINT BATCH 11085,11.2976,,,
,CHECKPOINT BATCH 11090,16.5031,,,
18:23:05,11091,16.2113,10.3330,5000,0.3634
,CHECKPOINT BATCH 11095,13.4300,,,
,CHECKPOINT BATCH 11100,12.9914,,,
,CHECKPOINT BATCH 11105,15.4343,,,
18:23:08,11109,15.4585,11.4925,5000,0.3628
,CHECKPOINT BATCH 11110,26.0830,,,
,CHECKPOINT BATCH 11115,13.1456,,,
,CHECKPOINT BATCH 11120,18.1496,,,
,CHECKPOINT BATCH 11125,10.4919,,,
18:23:10,11127,13.3147,10.4140,5000,0.3622
,CHECKPOINT BATCH 11130,11.0595,,,
,CHECKPOINT BATCH 11135,8.8945,,,
18:23:12,11140,15.4652,9.7015,5000,0.3618
,CHECKPOINT BATCH 11140,15.4652,,,
,CHECKPOINT BATCH 11145,15.1605,,,
,CHECKPOINT BATCH 11150,18.2830,,,
,CHECKPOINT BATCH 11155,16.8410,,,
18:23:14,11158,10.7173,9.1505,5000,0.3613
,CHECKPOINT BATCH 11160,11.6197,,,
,CHECKPOINT BATCH 11165,12.9980,,,
,CHECKPOINT BATCH 11170,15.1576,,,
,CHECKPOINT BATCH 11175,12.9201,,,
18:23:16,11177,14.0296,11.0710,5000,0.3607
,CHECKPOINT BATCH 11180,14.6784,,,
,CHECKPOINT BATCH 11185,11.2542,,,
,CHECKPOINT BATCH 11190,15.4123,,,
18:23:18,11195,28.4015,11.1875,5000,0.3601
,CHECKPOINT BATCH 11195,28.4015,,,
,CHECKPOINT BATCH 11200,12.0010,,,
,CHECKPOINT BATCH 11205,11.5259,,,
,CHECKPOINT BATCH 11210,15.8953,,,
18:23:21,11213,11.6490,11.0230,5000,0.3596
,CHECKPOINT BATCH 11215,14.4121,,,
,CHECKPOINT BATCH 11220,11.9205,,,
,CHECKPOINT BATCH 11225,11.8650,,,
18:23:23,11226,11.7046,10.4100,5000,0.3592
,CHECKPOINT BATCH 11230,14.6580,,,
,CHECKPOINT BATCH 11235,19.4409,,,
,CHECKPOINT BATCH 11240,14.9173,,,
18:23:25,11244,10.6239,10.2805,5000,0.3586
,CHECKPOINT BATCH 11245,12.6826,,,
,CHECKPOINT BATCH 11250,20.8672,,,
,CHECKPOINT BATCH 11255,26.9974,,,
,CHECKPOINT BATCH 11260,21.3600,,,
18:23:27,11262,15.7516,12.0675,5000,0.3580
,CHECKPOINT BATCH 11265,10.5944,,,
,CHECKPOINT BATCH 11270,14.1450,,,
,CHECKPOINT BATCH 11275,11.0210,,,
18:23:31,11280,14.5790,12.5640,5000,0.3575
,CHECKPOINT BATCH 11280,14.5790,,,
,CHECKPOINT BATCH 11285,12.8120,,,
,CHECKPOINT BATCH 11290,13.6144,,,
,CHECKPOINT BATCH 11295,10.8203,,,
18:23:33,11298,17.9178,11.8775,5000,0.3569
,CHECKPOINT BATCH 11300,12.3608,,,
,CHECKPOINT BATCH 11305,15.5974,,,
,CHECKPOINT BATCH 11310,10.3217,,,
,CHECKPOINT BATCH 11315,13.7688,,,
18:23:35,11316,16.5595,12.3855,5000,0.3564
,CHECKPOINT BATCH 11320,18.0865,,,
,CHECKPOINT BATCH 11325,12.4462,,,
,CHECKPOINT BATCH 11330,12.0315,,,
18:23:37,11334,13.1988,14.5265,5000,0.3558
,CHECKPOINT BATCH 11335,11.7207,,,
,CHECKPOINT BATCH 11340,12.8837,,,
,CHECKPOINT BATCH 11345,10.6395,,,
,CHECKPOINT BATCH 11350,8.8215,,,
18:23:39,11352,14.1316,14.2245,5000,0.3553
,CHECKPOINT BATCH 11355,12.7117,,,
,CHECKPOINT BATCH 11360,11.8280,,,
18:23:41,11362,11.5336,13.1525,5000,0.3550
,CHECKPOINT BATCH 11365,16.5494,,,
,CHECKPOINT BATCH 11370,11.1190,,,
,CHECKPOINT BATCH 11375,13.1093,,,
18:23:44,11380,13.4265,11.6545,5000,0.3544
,CHECKPOINT BATCH 11380,13.4265,,,
,CHECKPOINT BATCH 11385,23.1394,,,
,CHECKPOINT BATCH 11390,13.5972,,,
,CHECKPOINT BATCH 11395,10.6408,,,
18:23:46,11399,15.2497,11.7440,5000,0.3539
,CHECKPOINT BATCH 11400,14.4010,,,
,CHECKPOINT BATCH 11405,13.6298,,,
,CHECKPOINT BATCH 11410,12.2411,,,
,CHECKPOINT BATCH 11415,15.9815,,,
18:23:48,11418,13.0794,10.6025,5000,0.3533
,CHECKPOINT BATCH 11420,13.8159,,,
18:23:50,11425,13.9955,9.3850,5000,0.3531
,CHECKPOINT BATCH 11425,13.9955,,,
,CHECKPOINT BATCH 11430,13.8804,,,
,CHECKPOINT BATCH 11435,16.9153,,,
,CHECKPOINT BATCH 11440,12.5902,,,
18:23:52,11443,12.1449,8.9810,5000,0.3525
,CHECKPOINT BATCH 11445,11.3236,,,
,CHECKPOINT BATCH 11450,14.6374,,,
,CHECKPOINT BATCH 11455,7.1030,,,
,CHECKPOINT BATCH 11460,11.2384,,,
18:23:54,11462,14.4718,10.0655,5000,0.3520
,CHECKPOINT BATCH 11465,15.7208,,,
18:23:56,11469,11.9416,10.5035,5000,0.3517
,CHECKPOINT BATCH 11470,15.3276,,,
,CHECKPOINT BATCH 11475,10.5287,,,
,CHECKPOINT BATCH 11480,12.3530,,,
,CHECKPOINT BATCH 11485,9.2957,,,
18:23:58,11488,16.1147,10.3785,5000,0.3512
,CHECKPOINT BATCH 11490,10.2183,,,
,CHECKPOINT BATCH 11495,11.5698,,,
,CHECKPOINT BATCH 11500,12.5969,,,
,CHECKPOINT BATCH 11505,23.9069,,,
18:24:00,11506,11.9143,11.2060,5000,0.3506
,CHECKPOINT BATCH 11510,13.7562,,,
,CHECKPOINT BATCH 11515,10.8545,,,
,CHECKPOINT BATCH 11520,12.9694,,,
18:24:02,11524,11.6415,13.0205,5000,0.3501
,CHECKPOINT BATCH 11525,12.8399,,,
,CHECKPOINT BATCH 11530,12.2365,,,
,CHECKPOINT BATCH 11535,13.9316,,,
,CHECKPOINT BATCH 11540,15.2205,,,
18:24:04,11542,14.7590,12.6635,5000,0.3495
,CHECKPOINT BATCH 11545,11.4879,,,
18:24:06,11549,11.8355,12.0330,5000,0.3493
,CHECKPOINT BATCH 11550,9.2336,,,
,CHECKPOINT BATCH 11555,10.5977,,,
,CHECKPOINT BATCH 11560,12.4036,,,
,CHECKPOINT BATCH 11565,12.0942,,,
18:24:09,11567,10.9345,11.4420,5000,0.3488
,CHECKPOINT BATCH 11570,16.7034,,,
,CHECKPOINT BATCH 11575,9.9179,,,
,CHECKPOINT BATCH 11580,10.5927,,,
18:24:11,11585,9.9983,13.5695,5000,0.3483
,CHECKPOINT BATCH 11585,9.9983,,,
,CHECKPOINT BATCH 11590,11.1935,,,
,CHECKPOINT BATCH 11595,13.1696,,,
,CHECKPOINT BATCH 11600,13.8369,,,
18:24:13,11603,13.0328,12.4440,5000,0.3477
,CHECKPOINT BATCH 11605,13.8199,,,
18:24:15,11610,13.2834,11.0790,5000,0.3475
,CHECKPOINT BATCH 11610,13.2834,,,
,CHECKPOINT BATCH 11615,10.6499,,,
,CHECKPOINT BATCH 11620,11.0393,,,
,CHECKPOINT BATCH 11625,15.6429,,,
18:24:17,11629,13.9781,10.0525,5000,0.3469
,CHECKPOINT BATCH 11630,14.4716,,,
,CHECKPOINT BATCH 11635,17.5476,,,
,CHECKPOINT BATCH 11640,12.2364,,,
,CHECKPOINT BATCH 11645,15.5762,,,
18:24:19,11647,12.6350,9.2720,5000,0.3464
,CHECKPOINT BATCH 11650,9.6151,,,
,CHECKPOINT BATCH 11655,11.9913,,,
,CHECKPOINT BATCH 11660,14.6632,,,
18:24:21,11665,10.3809,7.2230,5000,0.3459
,CHECKPOINT BATCH 11665,10.3809,,,
,CHECKPOINT BATCH 11670,18.0326,,,
,CHECKPOINT BATCH 11675,9.5977,,,
,CHECKPOINT BATCH 11680,11.3170,,,
18:24:23,11683,11.8861,3.8090,5000,0.3454
,CHECKPOINT BATCH 11685,8.5274,,,
,CHECKPOINT BATCH 11690,10.7444,,,
,CHECKPOINT BATCH 11695,10.1225,,,
,CHECKPOINT BATCH 11700,10.1705,,,
18:24:25,11701,8.9635,5.4885,5000,0.3448
,CHECKPOINT BATCH 11705,11.4890,,,
,CHECKPOINT BATCH 11710,9.1545,,,
,CHECKPOINT BATCH 11715,8.8518,,,
18:24:27,11719,15.5728,7.6285,5000,0.3443
,CHECKPOINT BATCH 11720,17.1913,,,
,CHECKPOINT BATCH 11725,17.5915,,,
,CHECKPOINT BATCH 11730,9.1506,,,
,CHECKPOINT BATCH 11735,11.5791,,,
18:24:30,11737,13.6589,8.1355,5000,0.3438
,CHECKPOINT BATCH 11740,12.2356,,,
,CHECKPOINT BATCH 11745,15.0031,,,
,CHECKPOINT BATCH 11750,9.2231,,,
18:24:32,11755,11.1037,10.4845,5000,0.3432
,CHECKPOINT BATCH 11755,11.1037,,,
,CHECKPOINT BATCH 11760,12.8177,,,
,CHECKPOINT BATCH 11765,13.0958,,,
18:24:35,11767,10.2140,12.3035,5000,0.3429
,CHECKPOINT BATCH 11770,21.4219,,,
,CHECKPOINT BATCH 11775,29.1292,,,
,CHECKPOINT BATCH 11780,9.6139,,,
18:24:37,11785,17.8567,13.5810,5000,0.3424
,CHECKPOINT BATCH 11785,17.8567,,,
,CHECKPOINT BATCH 11790,12.7782,,,
,CHECKPOINT BATCH 11795,18.0161,,,
,CHECKPOINT BATCH 11800,10.9757,,,
18:24:39,11803,14.3656,14.0830,5000,0.3418
,CHECKPOINT BATCH 11805,9.8806,,,
,CHECKPOINT BATCH 11810,9.1382,,,
,CHECKPOINT BATCH 11815,15.8354,,,
,CHECKPOINT BATCH 11820,18.0490,,,
18:24:41,11821,12.0940,12.7735,5000,0.3413
,CHECKPOINT BATCH 11825,12.0130,,,
,CHECKPOINT BATCH 11830,12.9573,,,
,CHECKPOINT BATCH 11835,16.6227,,,
18:24:43,11839,14.1765,12.1265,5000,0.3408
,CHECKPOINT BATCH 11840,11.7521,,,
,CHECKPOINT BATCH 11845,10.3197,,,
,CHECKPOINT BATCH 11850,10.0291,,,
18:24:46,11852,14.9404,11.6225,5000,0.3404
,CHECKPOINT BATCH 11855,11.0970,,,
,CHECKPOINT BATCH 11860,16.1702,,,
,CHECKPOINT BATCH 11865,13.4994,,,
,CHECKPOINT BATCH 11870,16.0370,,,
18:24:48,11871,14.4521,9.5640,5000,0.3398
,CHECKPOINT BATCH 11875,19.7495,,,
,CHECKPOINT BATCH 11880,14.8776,,,
,CHECKPOINT BATCH 11885,14.1697,,,
18:24:50,11890,14.9037,10.6290,5000,0.3393
,CHECKPOINT BATCH 11890,14.9037,,,
,CHECKPOINT BATCH 11895,10.6041,,,
18:24:53,11898,13.7178,10.1640,5000,0.3391
,CHECKPOINT BATCH 11900,20.9445,,,
,CHECKPOINT BATCH 11905,7.0955,,,
,CHECKPOINT BATCH 11910,12.3439,,,
,CHECKPOINT BATCH 11915,11.8091,,,
18:24:55,11916,12.4267,9.2965,5000,0.3385
,CHECKPOINT BATCH 11920,13.0296,,,
,CHECKPOINT BATCH 11925,11.3189,,,
,CHECKPOINT BATCH 11930,16.1179,,,
18:24:57,11934,10.8598,11.5845,5000,0.3380
,CHECKPOINT BATCH 11935,14.7420,,,
,CHECKPOINT BATCH 11940,16.0808,,,
,CHECKPOINT BATCH 11945,13.4331,,,
,CHECKPOINT BATCH 11950,14.8241,,,
18:24:59,11952,10.8106,13.6020,5000,0.3375
,CHECKPOINT BATCH 11955,12.9061,,,
18:25:01,11959,12.7243,14.0345,5000,0.3373
,CHECKPOINT BATCH 11960,12.6599,,,
,CHECKPOINT BATCH 11965,11.9745,,,
,CHECKPOINT BATCH 11970,11.8146,,,
,CHECKPOINT BATCH 11975,11.8810,,,
18:25:03,11977,9.6971,14.6190,5000,0.3368
,CHECKPOINT BATCH 11980,14.2074,,,
,CHECKPOINT BATCH 11985,18.8620,,,
18:25:05,11986,13.9895,13.5240,5000,0.3365
,CHECKPOINT BATCH 11990,24.3431,,,
,CHECKPOINT BATCH 11995,14.8427,,,
,CHECKPOINT BATCH 12000,16.3778,,,
18:25:07,12004,9.4132,13.5040,5000,0.3360
,CHECKPOINT BATCH 12005,13.9904,,,
,CHECKPOINT BATCH 12010,16.0489,,,
,CHECKPOINT BATCH 12015,12.8985,,,
,CHECKPOINT BATCH 12020,14.3675,,,
18:25:09,12022,18.6123,14.6910,5000,0.3355
,CHECKPOINT BATCH 12025,13.8738,,,
,CHECKPOINT BATCH 12030,12.2471,,,
,CHECKPOINT BATCH 12035,13.1710,,,
18:25:11,12040,20.8386,12.9955,5000,0.3350
,CHECKPOINT BATCH 12040,20.8386,,,
,CHECKPOINT BATCH 12045,18.9527,,,
,CHECKPOINT BATCH 12050,16.3823,,,
,CHECKPOINT BATCH 12055,12.2969,,,
18:25:13,12058,15.5130,11.4635,5000,0.3345
,CHECKPOINT BATCH 12060,15.0034,,,
,CHECKPOINT BATCH 12065,17.3726,,,
,CHECKPOINT BATCH 12070,12.7883,,,
,CHECKPOINT BATCH 12075,12.5254,,,
18:25:15,12076,13.4579,9.7620,5000,0.3340
,CHECKPOINT BATCH 12080,16.0279,,,
,CHECKPOINT BATCH 12085,16.6866,,,
,CHECKPOINT BATCH 12090,10.1549,,,
18:25:17,12094,16.6857,8.3965,5000,0.3335
,CHECKPOINT BATCH 12095,9.8591,,,
,CHECKPOINT BATCH 12100,11.2392,,,
,CHECKPOINT BATCH 12105,15.7152,,,
,CHECKPOINT BATCH 12110,12.6183,,,
18:25:20,12113,12.8202,4.9335,5000,0.3329
,CHECKPOINT BATCH 12115,11.4047,,,
,CHECKPOINT BATCH 12120,11.8920,,,
,CHECKPOINT BATCH 12125,12.2172,,,
,CHECKPOINT BATCH 12130,9.3839,,,
18:25:22,12131,11.5501,2.0725,5000,0.3324
,CHECKPOINT BATCH 12135,11.4982,,,
,CHECKPOINT BATCH 12140,12.5815,,,
,CHECKPOINT BATCH 12145,10.5902,,,
18:25:24,12149,13.7777,0.8545,5000,0.3319
,CHECKPOINT BATCH 12150,8.6193,,,
,CHECKPOINT BATCH 12155,13.4013,,,
,CHECKPOINT BATCH 12160,21.8128,,,
,CHECKPOINT BATCH 12165,10.4399,,,
18:25:26,12168,9.9314,0.3790,5000,0.3314
,CHECKPOINT BATCH 12170,12.2755,,,
,CHECKPOINT BATCH 12175,12.8207,,,
,CHECKPOINT BATCH 12180,13.1008,,,
,CHECKPOINT BATCH 12185,12.8957,,,
18:25:28,12186,14.4664,0.3730,5000,0.3309
,CHECKPOINT BATCH 12190,12.4046,,,
,CHECKPOINT BATCH 12195,8.9957,,,
,CHECKPOINT BATCH 12200,14.9213,,,
18:25:30,12204,13.7938,0.3530,5000,0.3304
,CHECKPOINT BATCH 12205,12.2183,,,
,CHECKPOINT BATCH 12210,13.0754,,,
,CHECKPOINT BATCH 12215,18.3739,,,
,CHECKPOINT BATCH 12220,15.0681,,,
18:25:32,12222,10.7861,0.3435,5000,0.3299
,CHECKPOINT BATCH 12225,10.8299,,,
,CHECKPOINT BATCH 12230,15.7217,,,
,CHECKPOINT BATCH 12235,16.2220,,,
18:25:34,12240,10.2157,0.1900,5000,0.3293
,CHECKPOINT BATCH 12240,10.2157,,,
,CHECKPOINT BATCH 12245,15.5382,,,
,CHECKPOINT BATCH 12250,18.5044,,,
,CHECKPOINT BATCH 12255,13.9115,,,
18:25:36,12258,14.2577,0.1905,5000,0.3288
,CHECKPOINT BATCH 12260,9.3812,,,
,CHECKPOINT BATCH 12265,13.6775,,,
,CHECKPOINT BATCH 12270,13.0047,,,
,CHECKPOINT BATCH 12275,10.3106,,,
18:25:38,12276,14.4777,0.1805,5000,0.3283
,CHECKPOINT BATCH 12280,9.6352,,,
,CHECKPOINT BATCH 12285,13.7994,,,
,CHECKPOINT BATCH 12290,12.6745,,,
18:25:40,12294,17.5693,0.3365,5000,0.3278
,CHECKPOINT BATCH 12295,14.2870,,,
,CHECKPOINT BATCH 12300,10.6051,,,
,CHECKPOINT BATCH 12305,14.4056,,,
,CHECKPOINT BATCH 12310,12.3745,,,
18:25:42,12312,12.1650,0.4655,5000,0.3273
,CHECKPOINT BATCH 12315,14.1249,,,
,CHECKPOINT BATCH 12320,13.4898,,,
,CHECKPOINT BATCH 12325,9.9681,,,
18:25:45,12329,8.9012,0.4340,5000,0.3269
,CHECKPOINT BATCH 12330,11.2111,,,
,CHECKPOINT BATCH 12335,18.8899,,,
,CHECKPOINT BATCH 12340,17.4211,,,
,CHECKPOINT BATCH 12345,10.5258,,,
18:25:47,12347,11.7253,1.6965,5000,0.3264
,CHECKPOINT BATCH 12350,12.7349,,,
,CHECKPOINT BATCH 12355,13.5411,,,
,CHECKPOINT BATCH 12360,8.3667,,,
,CHECKPOINT BATCH 12365,17.3747,,,
18:25:51,12366,14.8293,5.0835,5000,0.3259
,CHECKPOINT BATCH 12370,11.9629,,,
,CHECKPOINT BATCH 12375,10.3819,,,
,CHECKPOINT BATCH 12380,13.6518,,,
18:25:53,12384,14.4217,6.6380,5000,0.3254
,CHECKPOINT BATCH 12385,9.7118,,,
,CHECKPOINT BATCH 12390,17.7826,,,
,CHECKPOINT BATCH 12395,13.3161,,,
,CHECKPOINT BATCH 12400,13.9938,,,
18:25:56,12403,20.7895,9.5140,5000,0.3248
,CHECKPOINT BATCH 12405,18.4362,,,
,CHECKPOINT BATCH 12410,18.6930,,,
,CHECKPOINT BATCH 12415,16.6293,,,
,CHECKPOINT BATCH 12420,13.0604,,,
18:25:58,12421,13.4945,11.8420,5000,0.3243
,CHECKPOINT BATCH 12425,16.0410,,,
,CHECKPOINT BATCH 12430,13.3804,,,
,CHECKPOINT BATCH 12435,15.1366,,,
18:26:00,12439,15.6856,15.0390,5000,0.3238
,CHECKPOINT BATCH 12440,10.1382,,,
,CHECKPOINT BATCH 12445,12.0397,,,
,CHECKPOINT BATCH 12450,23.9856,,,
,CHECKPOINT BATCH 12455,11.9278,,,
18:26:02,12458,18.6289,13.4765,5000,0.3233
,CHECKPOINT BATCH 12460,9.5942,,,
,CHECKPOINT BATCH 12465,15.2833,,,
