Timestamp,Batch,Loss,Avg_Reward,Buffer_Size,Epsilon
,CHECKPOINT BATCH 1145,4.4460,,,
,CHECKPOINT BATCH 1150,5.6135,,,
,CHECKPOINT BATCH 1155,7.2294,,,
18:01:47,1158,4.9623,2.6825,1189,0.8961
,CHECKPOINT BATCH 1160,4.4712,,,
,CHECKPOINT BATCH 1165,5.8261,,,
,CHECKPOINT BATCH 1170,4.6284,,,
,CHECKPOINT BATCH 1175,5.0164,,,
18:01:49,1176,3.8813,3.2840,1207,0.8946
,CHECKPOINT BATCH 1180,3.0420,,,
,CHECKPOINT BATCH 1185,5.1628,,,
,CHECKPOINT BATCH 1190,5.0368,,,
18:01:51,1195,4.4581,3.9955,1226,0.8930
,CHECKPOINT BATCH 1195,4.4581,,,
,CHECKPOINT BATCH 1200,4.6971,,,
,CHECKPOINT BATCH 1205,6.6258,,,
,CHECKPOINT BATCH 1210,5.3715,,,
18:01:53,1214,7.2470,3.0525,1245,0.8914
,CHECKPOINT BATCH 1215,6.7395,,,
,CHECKPOINT BATCH 1220,6.5179,,,
,CHECKPOINT BATCH 1225,4.9026,,,
,CHECKPOINT BATCH 1230,4.6441,,,
18:01:55,1233,8.1243,2.1805,1264,0.8898
,CHECKPOINT BATCH 1235,6.3895,,,
,CHECKPOINT BATCH 1240,3.8590,,,
,CHECKPOINT BATCH 1245,7.6290,,,
,CHECKPOINT BATCH 1250,5.4062,,,
18:01:57,1252,4.6209,2.1265,1283,0.8882
,CHECKPOINT BATCH 1255,5.1941,,,
,CHECKPOINT BATCH 1260,5.8780,,,
,CHECKPOINT BATCH 1265,4.3175,,,
,CHECKPOINT BATCH 1270,3.7196,,,
18:01:59,1271,3.2835,2.0935,1302,0.8866
,CHECKPOINT BATCH 1275,4.8273,,,
,CHECKPOINT BATCH 1280,3.0579,,,
,CHECKPOINT BATCH 1285,6.7301,,,
18:02:01,1290,4.2540,1.4235,1321,0.8850
,CHECKPOINT BATCH 1290,4.2540,,,
,CHECKPOINT BATCH 1295,5.6220,,,
,CHECKPOINT BATCH 1300,6.3520,,,
,CHECKPOINT BATCH 1305,4.5416,,,
18:02:03,1309,4.4673,1.9910,1340,0.8834
,CHECKPOINT BATCH 1310,6.0728,,,
,CHECKPOINT BATCH 1315,4.9560,,,
,CHECKPOINT BATCH 1320,6.1576,,,
,CHECKPOINT BATCH 1325,4.5119,,,
18:02:05,1327,6.0504,2.5635,1358,0.8819
,CHECKPOINT BATCH 1330,5.5598,,,
18:02:07,1334,8.2819,2.8605,1365,0.8814
,CHECKPOINT BATCH 1335,7.6313,,,
,CHECKPOINT BATCH 1340,5.3130,,,
,CHECKPOINT BATCH 1345,7.2020,,,
,CHECKPOINT BATCH 1350,5.7846,,,
18:02:09,1353,7.1559,2.9175,1384,0.8798
,CHECKPOINT BATCH 1355,4.2300,,,
,CHECKPOINT BATCH 1360,6.4033,,,
,CHECKPOINT BATCH 1365,7.9632,,,
,CHECKPOINT BATCH 1370,7.5811,,,
18:02:12,1372,5.4493,2.8210,1403,0.8782
,CHECKPOINT BATCH 1375,4.8982,,,
,CHECKPOINT BATCH 1380,4.5888,,,
,CHECKPOINT BATCH 1385,8.0810,,,
,CHECKPOINT BATCH 1390,5.6215,,,
18:02:14,1391,7.8324,4.9985,1422,0.8766
,CHECKPOINT BATCH 1395,6.5423,,,
,CHECKPOINT BATCH 1400,5.2682,,,
,CHECKPOINT BATCH 1405,5.7166,,,
18:02:16,1410,5.8070,6.3585,1441,0.8751
,CHECKPOINT BATCH 1410,5.8070,,,
,CHECKPOINT BATCH 1415,6.6682,,,
,CHECKPOINT BATCH 1420,4.8671,,,
,CHECKPOINT BATCH 1425,3.9213,,,
18:02:18,1429,6.3916,6.5440,1460,0.8735
,CHECKPOINT BATCH 1430,4.9805,,,
,CHECKPOINT BATCH 1435,4.6037,,,
,CHECKPOINT BATCH 1440,5.2346,,,
18:02:20,1441,5.5423,6.6715,1472,0.8725
,CHECKPOINT BATCH 1445,5.3864,,,
,CHECKPOINT BATCH 1450,3.6554,,,
,CHECKPOINT BATCH 1455,6.3904,,,
18:02:22,1460,5.6691,7.1240,1491,0.8709
,CHECKPOINT BATCH 1460,5.6691,,,
,CHECKPOINT BATCH 1465,3.3805,,,
,CHECKPOINT BATCH 1470,4.4746,,,
,CHECKPOINT BATCH 1475,5.1912,,,
18:02:25,1478,5.5000,6.6700,1509,0.8695
,CHECKPOINT BATCH 1480,4.4818,,,
,CHECKPOINT BATCH 1485,7.1974,,,
,CHECKPOINT BATCH 1490,6.8730,,,
,CHECKPOINT BATCH 1495,6.1321,,,
18:02:27,1497,4.7808,5.2250,1528,0.8679
,CHECKPOINT BATCH 1500,4.7457,,,
,CHECKPOINT BATCH 1505,5.8093,,,
,CHECKPOINT BATCH 1510,8.7536,,,
,CHECKPOINT BATCH 1515,8.7935,,,
18:02:29,1516,6.9918,3.8055,1547,0.8664
,CHECKPOINT BATCH 1520,6.9238,,,
,CHECKPOINT BATCH 1525,6.2297,,,
,CHECKPOINT BATCH 1530,5.9732,,,
18:02:31,1535,6.5231,3.6560,1566,0.8648
,CHECKPOINT BATCH 1535,6.5231,,,
,CHECKPOINT BATCH 1540,5.2743,,,
,CHECKPOINT BATCH 1545,6.0612,,,
,CHECKPOINT BATCH 1550,6.4417,,,
18:02:33,1554,4.4956,3.4725,1585,0.8633
,CHECKPOINT BATCH 1555,9.2389,,,
,CHECKPOINT BATCH 1560,7.3506,,,
,CHECKPOINT BATCH 1565,4.9662,,,
,CHECKPOINT BATCH 1570,3.9002,,,
18:02:35,1572,3.9627,3.2680,1603,0.8618
,CHECKPOINT BATCH 1575,4.4413,,,
,CHECKPOINT BATCH 1580,11.5241,,,
,CHECKPOINT BATCH 1585,7.5477,,,
,CHECKPOINT BATCH 1590,6.6516,,,
18:02:37,1591,5.7735,2.3005,1622,0.8603
,CHECKPOINT BATCH 1595,8.1460,,,
,CHECKPOINT BATCH 1600,5.5878,,,
,CHECKPOINT BATCH 1605,7.8669,,,
18:02:39,1609,4.5025,2.2125,1640,0.8588
,CHECKPOINT BATCH 1610,5.8430,,,
,CHECKPOINT BATCH 1615,5.4418,,,
,CHECKPOINT BATCH 1620,5.5822,,,
,CHECKPOINT BATCH 1625,10.6371,,,
18:02:41,1628,6.7590,2.2935,1659,0.8573
,CHECKPOINT BATCH 1630,5.2041,,,
,CHECKPOINT BATCH 1635,5.8438,,,
,CHECKPOINT BATCH 1640,5.3213,,,
,CHECKPOINT BATCH 1645,8.8361,,,
18:02:43,1647,5.6078,2.4175,1678,0.8557
,CHECKPOINT BATCH 1650,5.4780,,,
,CHECKPOINT BATCH 1655,9.2843,,,
,CHECKPOINT BATCH 1660,6.3123,,,
,CHECKPOINT BATCH 1665,6.7535,,,
18:02:45,1666,4.3564,2.5910,1697,0.8542
,CHECKPOINT BATCH 1670,7.8859,,,
,CHECKPOINT BATCH 1675,6.6308,,,
,CHECKPOINT BATCH 1680,6.0045,,,
18:02:47,1685,5.0354,2.4555,1716,0.8527
,CHECKPOINT BATCH 1685,5.0354,,,
,CHECKPOINT BATCH 1690,4.4820,,,
,CHECKPOINT BATCH 1695,6.8852,,,
,CHECKPOINT BATCH 1700,5.8360,,,
18:02:49,1704,5.0158,2.0300,1735,0.8512
,CHECKPOINT BATCH 1705,5.3142,,,
,CHECKPOINT BATCH 1710,6.8991,,,
,CHECKPOINT BATCH 1715,3.3272,,,
,CHECKPOINT BATCH 1720,4.6894,,,
18:02:51,1723,5.1743,1.3075,1754,0.8496
,CHECKPOINT BATCH 1725,9.5010,,,
,CHECKPOINT BATCH 1730,7.7919,,,
,CHECKPOINT BATCH 1735,3.6723,,,
,CHECKPOINT BATCH 1740,6.1679,,,
18:02:54,1742,4.0422,0.8925,1773,0.8481
,CHECKPOINT BATCH 1745,7.2536,,,
,CHECKPOINT BATCH 1750,4.8836,,,
,CHECKPOINT BATCH 1755,4.2675,,,
,CHECKPOINT BATCH 1760,6.6647,,,
18:02:56,1761,3.7264,0.2660,1792,0.8466
,CHECKPOINT BATCH 1765,4.0095,,,
,CHECKPOINT BATCH 1770,6.6377,,,
,CHECKPOINT BATCH 1775,6.8513,,,
18:02:58,1779,3.5706,0.2350,1810,0.8452
,CHECKPOINT BATCH 1780,5.4816,,,
,CHECKPOINT BATCH 1785,5.2688,,,
,CHECKPOINT BATCH 1790,4.0808,,,
,CHECKPOINT BATCH 1795,4.0723,,,
18:03:00,1798,5.3153,0.1970,1829,0.8437
,CHECKPOINT BATCH 1800,4.9967,,,
,CHECKPOINT BATCH 1805,3.9428,,,
,CHECKPOINT BATCH 1810,4.2837,,,
,CHECKPOINT BATCH 1815,4.2716,,,
18:03:02,1816,6.7464,0.3125,1847,0.8422
,CHECKPOINT BATCH 1820,4.0541,,,
,CHECKPOINT BATCH 1825,3.1956,,,
,CHECKPOINT BATCH 1830,4.8816,,,
18:03:04,1835,4.4112,0.2745,1866,0.8407
,CHECKPOINT BATCH 1835,4.4112,,,
,CHECKPOINT BATCH 1840,6.0899,,,
,CHECKPOINT BATCH 1845,4.0757,,,
,CHECKPOINT BATCH 1850,5.8434,,,
18:03:06,1854,5.4934,0.2380,1885,0.8392
,CHECKPOINT BATCH 1855,8.7290,,,
,CHECKPOINT BATCH 1860,4.8833,,,
,CHECKPOINT BATCH 1865,6.0748,,,
,CHECKPOINT BATCH 1870,4.1217,,,
18:03:08,1873,4.0305,0.6635,1904,0.8377
,CHECKPOINT BATCH 1875,4.2499,,,
,CHECKPOINT BATCH 1880,5.8366,,,
,CHECKPOINT BATCH 1885,6.8465,,,
,CHECKPOINT BATCH 1890,5.5221,,,
18:03:10,1891,6.3173,0.8150,1922,0.8363
,CHECKPOINT BATCH 1895,5.3957,,,
,CHECKPOINT BATCH 1900,5.6195,,,
,CHECKPOINT BATCH 1905,6.7368,,,
18:03:12,1910,5.0228,0.5150,1941,0.8348
,CHECKPOINT BATCH 1910,5.0228,,,
,CHECKPOINT BATCH 1915,7.9350,,,
,CHECKPOINT BATCH 1920,6.4046,,,
,CHECKPOINT BATCH 1925,11.7878,,,
18:03:14,1928,6.9038,0.5150,1959,0.8334
,CHECKPOINT BATCH 1930,9.7564,,,
,CHECKPOINT BATCH 1935,8.0888,,,
,CHECKPOINT BATCH 1940,6.7647,,,
,CHECKPOINT BATCH 1945,11.0319,,,
18:03:16,1947,13.5930,0.5135,1978,0.8319
,CHECKPOINT BATCH 1950,6.4431,,,
,CHECKPOINT BATCH 1955,6.0712,,,
,CHECKPOINT BATCH 1960,7.2582,,,
,CHECKPOINT BATCH 1965,7.5202,,,
18:03:18,1966,6.6000,0.2075,1997,0.8304
,CHECKPOINT BATCH 1970,8.1178,,,
,CHECKPOINT BATCH 1975,5.8879,,,
,CHECKPOINT BATCH 1980,9.9282,,,
18:03:20,1985,6.1893,-0.0980,2016,0.8290
,CHECKPOINT BATCH 1985,6.1893,,,
,CHECKPOINT BATCH 1990,7.5077,,,
,CHECKPOINT BATCH 1995,6.9516,,,
,CHECKPOINT BATCH 2000,8.2728,,,
18:03:23,2004,7.1830,-0.0985,2035,0.8275
,CHECKPOINT BATCH 2005,6.6038,,,
,CHECKPOINT BATCH 2010,7.6765,,,
,CHECKPOINT BATCH 2015,8.0531,,,
,CHECKPOINT BATCH 2020,7.3083,,,
18:03:25,2023,6.9911,-0.1000,2054,0.8260
,CHECKPOINT BATCH 2025,8.6506,,,
,CHECKPOINT BATCH 2030,6.2095,,,
,CHECKPOINT BATCH 2035,8.1256,,,
,CHECKPOINT BATCH 2040,8.2824,,,
18:03:27,2042,7.0223,-0.0980,2073,0.8245
,CHECKPOINT BATCH 2045,10.0908,,,
,CHECKPOINT BATCH 2050,6.2507,,,
,CHECKPOINT BATCH 2055,7.6559,,,
,CHECKPOINT BATCH 2060,9.1508,,,
18:03:29,2061,7.3214,-0.0950,2092,0.8231
,CHECKPOINT BATCH 2065,12.7098,,,
,CHECKPOINT BATCH 2070,7.7729,,,
,CHECKPOINT BATCH 2075,8.3081,,,
18:03:32,2077,4.9525,0.0615,2108,0.8218
,CHECKPOINT BATCH 2080,7.8268,,,
,CHECKPOINT BATCH 2085,10.8382,,,
,CHECKPOINT BATCH 2090,9.1827,,,
,CHECKPOINT BATCH 2095,6.6031,,,
18:03:34,2096,7.1407,1.0645,2127,0.8204
,CHECKPOINT BATCH 2100,14.0197,,,
,CHECKPOINT BATCH 2105,9.2092,,,
,CHECKPOINT BATCH 2110,6.5866,,,
18:03:36,2115,9.5682,1.7630,2146,0.8189
,CHECKPOINT BATCH 2115,9.5682,,,
,CHECKPOINT BATCH 2120,4.7406,,,
,CHECKPOINT BATCH 2125,9.7118,,,
,CHECKPOINT BATCH 2130,11.4400,,,
18:03:38,2134,10.7464,2.1595,2165,0.8174
,CHECKPOINT BATCH 2135,5.5508,,,
,CHECKPOINT BATCH 2140,6.5753,,,
,CHECKPOINT BATCH 2145,14.3124,,,
,CHECKPOINT BATCH 2150,7.9449,,,
18:03:40,2153,8.2311,3.1570,2184,0.8160
,CHECKPOINT BATCH 2155,9.1267,,,
,CHECKPOINT BATCH 2160,8.1142,,,
,CHECKPOINT BATCH 2165,7.1197,,,
,CHECKPOINT BATCH 2170,8.1462,,,
18:03:42,2171,5.8886,4.1030,2202,0.8146
,CHECKPOINT BATCH 2175,8.5311,,,
,CHECKPOINT BATCH 2180,10.2753,,,
18:03:45,2181,6.8929,4.5365,2212,0.8138
,CHECKPOINT BATCH 2185,8.1059,,,
,CHECKPOINT BATCH 2190,9.2259,,,
,CHECKPOINT BATCH 2195,6.7946,,,
