Timestamp,Steps,Avg_Reward_50,Epsilon,Done_Count
12:02:13,68119,5.4020,0.0510,0
12:02:18,68165,23.3840,0.0510,0
12:02:23,68211,13.0010,0.0510,0
12:02:29,68236,10.3230,0.0510,0
12:02:34,68282,19.5860,0.0510,0
12:02:40,68324,13.0780,0.0510,0
12:02:46,68349,10.5880,0.0510,0
12:02:51,68374,12.1920,0.0510,0
12:02:56,68420,16.3230,0.0510,0
12:03:02,68453,9.5690,0.0510,0
12:03:07,68499,17.8710,0.0510,0
12:03:12,68545,12.5340,0.0510,0
12:03:17,68570,9.4530,0.0510,0
12:03:22,68616,14.7740,0.0510,0
12:03:27,68641,9.7110,0.0510,0
12:03:33,68671,13.2000,0.0510,0
12:03:38,68716,19.9090,0.0510,0
12:03:43,68762,13.5080,0.0510,0
12:03:48,68787,6.3330,0.0510,0
12:03:53,68833,18.9950,0.0510,0
12:03:58,68879,11.3050,0.0510,0
12:04:03,68904,9.7130,0.0510,0
12:04:08,68950,17.7380,0.0510,0
12:04:13,68996,15.3370,0.0510,0
12:04:18,69021,7.6520,0.0510,0
12:04:24,69058,16.6270,0.0510,0
12:04:29,69104,17.8050,0.0509,0
12:04:36,69139,9.0400,0.0509,0
12:04:41,69185,19.9520,0.0509,0
12:04:46,69231,14.5530,0.0509,0
12:04:51,69256,11.4970,0.0509,0
12:04:56,69302,18.6110,0.0509,0
12:05:03,69342,15.5080,0.0509,0
12:05:08,69388,19.9670,0.0509,0
12:05:13,69434,15.4010,0.0509,0
12:05:18,69458,3.8860,0.0509,0
12:05:23,69487,9.2620,0.0509,0
12:05:28,69533,14.1860,0.0509,0
12:05:33,69558,6.4120,0.0509,0
12:05:38,69604,18.7870,0.0509,0
12:05:43,69629,6.4320,0.0509,0
12:05:48,69675,18.9140,0.0509,0
12:05:53,69721,15.2190,0.0509,0
12:05:59,69746,5.7170,0.0509,0
12:06:04,69792,21.4480,0.0509,0
12:06:09,69838,13.2180,0.0509,0
12:06:14,69863,2.3950,0.0509,0
12:06:19,69909,20.8480,0.0509,0
12:06:24,69934,3.4110,0.0509,0
12:06:29,69980,21.0680,0.0509,0
12:06:36,70022,14.2420,0.0509,0
12:06:41,70068,20.8510,0.0509,0
12:06:46,70093,3.0060,0.0509,0
12:06:51,70118,6.3740,0.0509,0
12:06:58,70158,19.5660,0.0509,0
12:07:03,70204,21.4360,0.0508,0
12:07:08,70250,13.8910,0.0508,0
12:07:13,70275,5.4190,0.0508,0
12:07:18,70321,20.9020,0.0508,0
12:07:23,70367,13.6370,0.0508,0
12:07:28,70392,11.5480,0.0508,0
12:07:33,70438,18.0710,0.0508,0
12:07:39,70467,7.9960,0.0508,0
12:07:44,70513,18.3680,0.0508,0
12:07:51,70556,21.6190,0.0508,0
12:07:56,70602,16.9650,0.0508,0
12:08:01,70648,15.9160,0.0508,0
12:08:06,70672,4.3000,0.0508,0
12:08:11,70718,18.2950,0.0508,0
12:08:16,70764,14.1920,0.0508,0
12:08:23,70804,5.6820,0.0508,0
12:08:28,70850,21.3770,0.0508,0
12:08:35,70892,17.3440,0.0508,0
12:08:40,70938,18.0770,0.0508,0
12:08:45,70984,15.5900,0.0508,0
12:08:50,71009,13.3520,0.0508,0
12:08:55,71055,22.3660,0.0508,0
12:09:01,71090,7.0920,0.0508,0
12:09:06,71136,18.4910,0.0508,0
12:09:11,71182,13.5430,0.0508,0
12:09:16,71207,5.2520,0.0508,0
12:09:21,71253,21.4250,0.0508,0
12:09:28,71290,15.0130,0.0508,0
12:09:33,71336,17.4580,0.0508,0
12:09:38,71382,15.5990,0.0508,0
12:09:43,71406,7.0110,0.0508,0
12:09:48,71435,7.9210,0.0508,0
12:09:53,71481,16.8590,0.0507,0
12:09:58,71527,17.5340,0.0507,0
12:10:03,71552,12.0620,0.0507,0
12:10:08,71598,21.5000,0.0507,0
12:10:14,71623,8.3220,0.0507,0
12:10:19,71669,19.9690,0.0507,0
12:10:24,71715,16.8140,0.0507,0
12:10:29,71740,5.0930,0.0507,0
12:10:34,71786,21.1620,0.0507,0
12:10:39,71815,8.3450,0.0507,0
12:10:44,71861,20.5490,0.0507,0
12:10:51,71897,11.7080,0.0507,0
12:10:56,71943,22.0270,0.0507,0
12:11:03,71988,11.3370,0.0507,0
12:11:08,72034,21.1740,0.0507,0
12:11:15,72076,18.9180,0.0507,0
12:11:20,72122,21.8210,0.0507,0
12:11:26,72154,11.9670,0.0507,0
12:11:31,72200,17.4790,0.0507,0
12:11:36,72225,8.6270,0.0507,0
12:11:41,72271,19.3670,0.0507,0
12:11:46,72317,16.2490,0.0507,1
12:11:51,72342,3.3710,0.0507,0
